question,Intent
"Kamu kayak nggak punya rasa kasih sayang, mengatakan aku bukanlah orang yang kamu sayangi.",Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Aku kaget banget, kamu bilang kamu bisa melihat masa depan, tapi aku sendiri yang tidak bisa.",Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Kita kayak gak bisa menjadi sahabat, kamu selalu mengatakan hal yang tidak sopan.",Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
Aku rasa lega bisa melewati ujian kali ini,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku sangat berterima kasih karena konselor yang sudah membantu aku mengatasi kekhawatiran sebelum ujian,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku siap karena aku sudah mempersiapkan mentalnya sebelum masuk ke dalam kehidupan universitas,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku merasa lebih baik setelah mendengar nasihat konselor tentang bagaimana menghadapi tekanan,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku tidak sabar ingin mencoba rencana yang baru setelah berkonsultasi dengan konselor,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku sangat senang bisa menemukan jalan keluar dari masalah-masalah saya dengan bantuan konselor,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku merasa ringan hati karena aku bisa membagikan pengalaman dan niat menghadapi masalah dengan konselor,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku tidak akan melupakan kasih sayang konselor yang selalu mendukung aku,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku sih agak khawatir tentang nanti-tidaknya saya bisa menyelesaikan kuliah, tapi konselor sudah menjelaskan bahwa aku bisa",Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku sangat berterima kasih kepada konselor karena telah membantu aku mengatasi perasaan malu dan minder,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku rasa lega bisa menemukan jawaban atas pertanyaan saya di dalam hati,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku siap menghadapi masa depan dengan rencana dan niat yang sudah aku siapkan bersama konselor,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku merasa lega karena aku bisa memiliki kekuatan untuk menghadapi tantangan,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku terima kasih karena konselor selalu mendengarkan dan memberi nasihat yang tepat,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku sangat berterima kasih karena aku bisa melewati kehidupan kuliah ini tanpa harus berharap pada lain,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku rasa lega bisa memiliki konselor yang selalu mendukung dan memberi motivasi,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku sangat senang bisa menemukan tempat di mana aku bisa berbagi dan mendapatkan saran dari konselor,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku sih agak khawatir tentang masa depan, tapi aku rasa lega karena aku punya rencana dan niat yang sudah aku siapkan",Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku tidak akan melupakan dukungan dan kasih sayang konselor yang selalu ada di sampingku,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku merasa ringan hati karena aku bisa membagikan kekhawatiran dan kegelisahan dengan konselor,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku sangat berterima kasih karena aku bisa menemukan kekuatan untuk menghadapi tantangan dan kehidupan,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku rasa lega karena aku punya saran dan nasihat dari konselor yang bisa aku ikuti,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku terima kasih karena konselor selalu membantu aku mengatasi kekhawatiran dan kegelisahan,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku sih agak khawatir tentang nanti-tidaknya saya bisa menemukan pekerjaan, tapi aku rasa lega karena aku punya rencana",Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku merasa lebih baik setelah berkonsultasi dengan konselor tentang bagaimana menghadapi kehidupan kuliah,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku rasa lega karena aku punya kekuatan untuk menghadapi tantangan dan kehidupan,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku merasa ringan hati karena aku bisa membagikan pengalaman dan saran dengan konselor,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku sih agak khawatir tentang masa depan, tapi aku rasa lega karena aku punya rencana",Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku lagi nggak enak, sakit kepala banget, dan aku merasa butuh bantuan dari konselor",Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku mual dan pusing, mungkin aku butuh teman konseling",Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku terus-menerus merasa gelisah, nyeri kepala, dan aku butuh saran dari psikolog",Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku merasa sedih setelah kejadian lalu, sakit perut, dan aku butuh teman yang dapat mendengarkan",Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku merasa tidak enak badan, sakit tenggorok, dan aku butuh bantuan dari dokter",Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku lagi stres dengan pekerjaan dan ujian, sakit kepala, dan aku butuh saran dari konselor",Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku merasa tidak nyaman dengan diri sendiri, sakit dada, dan aku butuh dukungan dari konseling",Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
Aku butuh teman untuk mendengarkan dan membantu aku mengatasi stres,Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku merasa pusing dan lelah, dan aku butuh bantuan dari profesional",Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku merasa sakit perut dan terlalu stres, butuh konseling",Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
Aku butuh saran dari teman konseling untuk mengatasi masalah perasaan,Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku merasa tidak enak badan, sakit kepala, dan aku butuh dokter",Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
Aku butuh teman yang dapat mendengarkan dan membantu aku mengatasi kesedihan,Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku merasa pusing dan mual, butuh bantuan dari konselor",Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
Aku butuh saran dari psikolog untuk mengatasi masalah kepercayaan diri,Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku terus-menerus merasa gelisah, sakit kepala, dan aku butuh teman konseling",Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
Aku butuh bantuan dari profesional untuk mengatasi masalah perasaan,Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku merasa gelisah dan stres, sakit kepala, dan aku butuh konseling",Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
Aku butuh teman untuk mendengarkan dan membantu aku mengatasi masalah perasaan,Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
Aku butuh bantuan dari profesional untuk mengatasi masalah kepercayaan diri,Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku merasa pusing dan mual, butuh konseling",Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
Aku butuh saran dari psikolog untuk mengatasi masalah perasaan,Mengisyaratkan Gejala Fisik; Mengisyaratkan Butuh Bantuan Profesional
"Aku gugup banget kalau harus berdiri di depan kelas nanti, seperti aku akan kehilangan kontrol dan tidak berharga di hadapan teman-temanku.",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku merasa sedih dan khawatir ketika aku tidak bisa mengerjakan tugas yang diberikan, seperti aku kehilangan arah dan tidak tahu apa yang harus aku lakukan.",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku merasa panik ketika aku tahu deadline yang mendekat, seperti aku sedang terancam kehilangan kesempatan dan tidak bisa mencapai tujuan.",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku merasa sedih dan tidak berharga ketika aku gagal dalam ujian, seperti aku kehilangan harapan dan tidak bisa mencapai impian.",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku merasa cemas dan gugup ketika aku harus menghadapi sesuatu yang baru, seperti aku sedang terancam dan tidak tahu apa yang harus aku lakukan.",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku merasa sedih dan kehilangan kontrol ketika aku tidak bisa mengontrol diri sendiri, seperti aku tidak berharga dan tidak bisa mencapai tujuan.",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku merasa takut dan tidak yakin ketika aku harus membuat keputusan yang sulit, seperti aku sedang terancam dan tidak tahu apa yang harus aku lakukan.",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku merasa sedih dan tidak berharga ketika aku tidak bisa memenuhi harapan orang lain, seperti aku kehilangan kontrol dan tidak bisa mencapai tujuan.",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku merasa panik dan gugup ketika aku harus menghadapi ujian yang sulit, seperti aku sedang terancam kehilangan kesempatan dan tidak bisa mencapai impian.",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku merasa sedih dan kehilangan harapan ketika aku gagal dalam hal yang aku cintai, seperti aku tidak berharga dan tidak bisa mencapai tujuan.",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku merasa cemas dan takut ketika aku tidak bisa mengontrol situasi, seperti aku sedang terancam dan tidak tahu apa yang harus aku lakukan.",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku merasa cemas dan panik ketika aku harus menghadapi situasi yang tidak pasti, seperti aku sedang terancam kehilangan kesempatan dan tidak bisa mencapai tujuan.",Menyatakan Perasaan Sedih dan Kehilangan; Menyatakan Perasaan Takut dan Kecemasan
"Aku bingung sih apa yang harus kulakukan saat kuliah, bisa kamu saranin apa aja?",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku rasa aku harus bersiap untuk menghadapi ujian nanti, kayaknya aku butuh fokus lebih lagi dalam belajar.",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku nggak tahu harus mulai dari mana nanti kalau aku ingin kuliah di luar negeri, bisa kamu bantu aku ya?",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku pikir aku harus antisipasi keuangan nanti kalau aku tidak bisa kerja setelah lulus kuliah.,Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku rasa aku sudah siap mental untuk menghadapi tantangan kuliah, tapi aku masih perlu bantuan dari kamu sih.",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku niatnya ingin kuliah di jurusan yang berbeda, tapi aku harus siap untuk perubahan itu, apa kamu setuju?",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku nggak tahu harus bagaimana cara mengemukakan opini tentang isu sosial di kampus, kamu bisa saranin apa aja?",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku pikir aku harus meminta bantuan dari dosen saya untuk memahami materi yang sulit, apakah itu baik?",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku rasa aku lebih percaya diri untuk menghadapi presentasi nanti kalau aku sudah siap mental dan fisik.,Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku niatnya ingin bergabung dalam organisasi kampus, tapi aku harus siap untuk tanggung jawab yang lebih besar.",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku nggak tahu harus bagaimana cara menghadapi kecurangan dalam ujian, kamu bisa berbagi pengalaman apa aja?",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku pikir aku harus lebih fokus dalam menghabiskan waktu luang saya di kampus.,Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku rasa aku perlu bantuan dari teman-teman saya untuk meningkatkan kemampuan bahasa Inggris.,Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku niatnya ingin mengembangkan kemampuan saya di bidang teknologi, tapi aku harus siap untuk belajar banyak.",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku nggak tahu harus bagaimana cara menghadapi tekanan dari teman-teman saya jika aku tidak setuju dengan pendapat mereka.,Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku pikir aku harus lebih proaktif dalam mengambil keputusan yang tepat untuk masa depan saya.,Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku rasa aku lebih percaya diri dalam menghadapi masalah keuangan setelah belajar dari pengalaman saya.,Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku niatnya ingin kuliah di jurusan yang berbeda, tapi aku harus siap untuk meninggalkan kampus yang sudah saya kenal.",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku nggak tahu harus bagaimana cara menghadapi kritik dari orang tua saya, kamu bisa saranin apa aja?",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku pikir aku harus lebih siap untuk menghadapi konflik dengan teman-teman saya.,Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku rasa aku perlu bantuan dari konselor seperti kamu untuk meningkatkan kemampuan saya dalam menghadapi tantangan.,Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku niatnya ingin mengembangkan kemampuan saya di bidang seni, tapi aku harus siap untuk mencari inspirasi dari berbagai sumber.",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku nggak tahu harus bagaimana cara menghadapi perubahan besar dalam hidup saya, kamu bisa berbagi pengalaman apa aja?",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku niatnya ingin bergabung dalam organisasi kampus, tapi aku harus siap untuk berkomitmen untuk suatu waktu tertentu.",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku nggak tahu harus bagaimana cara menghadapi keputusan sulit dalam hidup saya, kamu bisa saranin apa aja?",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku pikir aku harus lebih siap untuk menghadapi konsekuensi dari keputusan saya.,Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku niatnya ingin mengembangkan kemampuan saya di bidang bisnis, tapi aku harus siap untuk risiko yang lebih besar.",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku niatnya ingin kuliah di jurusan yang berbeda, tapi aku harus siap untuk perubahan itu.",Menyatakan Perasaan Percaya; Menyatakan Perasaan Sebelum Menghadapi Kejadian
"Aku gak suka banget ketika dia ngomong di sini, tapi setidaknya aku sudah bisa melewatinya",Menyatakan Perasaan Benci dan Jijik; Menyatakan Rasa Syukur dan Apresiasi
"Aku nggak terlalu suka suasana di sini, tapi aku sangat berterima kasih karena bisa mendapatkan tempat baru ini",Menyatakan Perasaan Benci dan Jijik; Menyatakan Rasa Syukur dan Apresiasi
"Dia selalu ngomong sesuatu yang aku benci, tapi aku rasa ini sudah bagus karena aku lebih siap menghadapinya sekarang",Menyatakan Perasaan Benci dan Jijik; Menyatakan Rasa Syukur dan Apresiasi
"Aku tidak terlalu suka mengikuti karyawannya, tapi aku sangat berharap dia bisa membantu aku meningkatkan kemampuan saya",Menyatakan Perasaan Benci dan Jijik; Menyatakan Rasa Syukur dan Apresiasi
"Saya merasa jijik ketika dia mengatakan hal itu, tapi saya rasa ini sudah bisa aku tangani dan saya sangat senang dengan jawaban yang saya dapatkan dari konseling",Menyatakan Perasaan Benci dan Jijik; Menyatakan Rasa Syukur dan Apresiasi
"Aku gak ngerti mengapa dia ngomong begitu, tapi aku rasa ini sudah lebih baik dari sebelumnya dan aku sangat berterima kasih untuk bantuan yang dia berikan",Menyatakan Perasaan Benci dan Jijik; Menyatakan Rasa Syukur dan Apresiasi
"Saya sangat benci situasi ini, tapi saya rasa kini saya lebih siap menghadapinya dan saya sangat berharap saya bisa lebih baik lagi di masa depan",Menyatakan Perasaan Benci dan Jijik; Menyatakan Rasa Syukur dan Apresiasi
"Dia selalu mengatakan sesuatu yang aku benci, tapi aku rasa kini saya sudah bisa menanggulangi masalah ini dan saya sangat berterima kasih untuk bantuan yang dia berikan",Menyatakan Perasaan Benci dan Jijik; Menyatakan Rasa Syukur dan Apresiasi
"Aku nggak suka mengikuti kelasnya, tapi aku rasa ini sudah bagus karena aku sekarang lebih siap menghadapi pelajaran lainnya",Menyatakan Perasaan Benci dan Jijik; Menyatakan Rasa Syukur dan Apresiasi
"Dia mengatakan sesuatu yang membuat aku jijik, tapi aku rasa ini sudah lebih baik karena aku lebih siap menghadapi situasi yang sama di lain waktu",Menyatakan Perasaan Benci dan Jijik; Menyatakan Rasa Syukur dan Apresiasi
"Aku gak suka ketika dia ngomong seperti itu, tapi aku rasa ini sudah lebih baik karena aku sekarang lebih siap menghadapi masalah ini",Menyatakan Perasaan Benci dan Jijik; Menyatakan Rasa Syukur dan Apresiasi
